username,job_titles,skills
abhilarsh-jayaraman,"[learner success manager,customer associate / entrepreneur ,business analyst]","[english,analytical skills,user experience (ux),user interface design,account management,adobe xd,adobe photoshop,adobe illustrator,adobe indesign,figma (software),problem solving,tableau,hadoop,spark,data analytics,data mining,data wrangling,communication skills,business process modelling,emotional intelligence,problem solving ,data visualization,sql,research,microsoft word,microsoft excel,microsoft powerpoint,python (programming language)]"
abhilash-abhilash-6a2688141,"[customer service representative,customer service representative,physical education teacher]","[sports training,email,fitness,personal training,physical education,teacher mentoring,consulting,customer service]"
abhilash-bandari-823717161,"[associate software engineer,tech trainee]","[database management system (dbms),data science,react.js,node.js,mongodb,postgresql,moment.js,cybersecurity,machine learning,full-stack development,sql,html,teamwork,microsoft office,python (programming language)]"
abhilash-bavanashi-032b4794,"[it operation lead,assistant technical manager,technical support engineer,technical services specialist,business manager,windows system administrator]","[vendor management,training,leadership,management,microsoft office]"
abhilash-damodaran-24885716,"[senior legal counsel,intern,intern,intern,intern,intern,associate]","[corporate law,competition law,international commercial law,cross-border transactions,transaction structuring,international trade law,oil & gas industry,business advisory,maritime law,mergers & acquisitions,private equity,joint ventures,ecb,bond markets]"
abhilash-gaure-1a593968,"[software engineer,data scientist]","[linux,algorithms,machine learning,puzzles,programming,haskell,tensorflow,numpy,pandas,deep learning,apache spark,pytorch,scikit-learn,keras,computer science,convolutional neural networks (cnn),neural networks,opencv,recommender systems,natural language processing (nlp),recurrent neural networks (rnn),apache airflow,jenkins,kubernetes,kubeflow,c,c++,sql,java,python,research,data structures]"
abhilash-h-r-abhilash-6225b6120,"[senior associate,manager,e-commerce coordinator]","[operations management,e-commerce,logistics,retail,service delivery,sales & marketing,team management]"
abhilash-j-100b0294,"[analyst,investment professional,analyst,junior analyst,senior manager - strategy and investments,manager - strategy and investments,intern,summer intern]","[corporate finance,financial analysis,financial accounting,financial modeling,financial services,economy,economic policy,finance,derivatives,spss,analysis,economics,policy,powerpoint,research,market research,microsoft excel,team management,microsoft powerpoint]"
abhilash-jain-5a5a5656,"[software development engineer,software development engineer,technology development intern,research intern in genetic algorithm,interactive programming with python,summer training on j2ee with struts framework,software engineer,senior software engineer]","[algorithms,jsp,android development,c++ language,oracle,genetic algorithms,struts,servlets,object oriented design,j2ee web services,programming,couchbase,lucene,c,c++,java,python,data structures]"
abhilash-joel-88ab91107,"[full stack developer,software engineer,senior software engineer]","[android development,php,jsp,opengl,c#,hibernate,node.js,google polymer,firebase,c,c++,java,mysql,python,javascript]"
abhilash-koleti-36695b67,"[senior product manager,product manager ,senior manager products,associate product manager,program manager,business analyst]","[algorithms,r,business analytics,sql,html,python,microsoft excel,microsoft office,business analysis,python (programming language)]"
abhilash-m-vasisht,"[design engineer,student internship,project trainee,mechanical design engineer]","[process optimization,statistics,product development,data visualization,machine learning,inventory management,r,microsoft power bi,vba,training,storytelling,english,hindi,kannada,alteryx,excel dashboards,mysql,research,teamwork,leadership,data analysis,microsoft excel,team management,microsoft office]"
abhilash-p-k-69b8a655,"[cyber security analyst - web application vulnerability assesment and penetration tester,lead security engineer,senior security engineer,application security engineer]","[splunk ,burp suite,nmap,linux,mysql,vulnerability assessment,vulnerability scanning,siem,cybersecurity,mysql,python]"
abhilash-r-00aa83171,"[transformation lead,project engineer,operations lead interior]","[autocad,3d studio max,revit,construction,engineering,computer-aided design (cad),project planning,construction management,civil engineering,solidworks,negotiation,written communication,time management,customer experience,leadership,microsoft word,microsoft excel,microsoft office,project management]"
abhilash-reddy-kalam-5686b5b9,"[computational physicist ,teaching assistant,senior product analyst,product analyst,product analyst]","[c (programming language),linear algebra,latex,matlab,mathematica,university teaching,analytical skills,problem solving,c++,sql,mysql,microsoft excel,python (programming language)]"
abhilash-shome-566aa1164,"[client advisor,territory sales officer,territory sales officer,buisness development executive,field sales representative]","[social media,team building,agility,recruiting,sales,teamwork,marketing,leadership,management,communication,microsoft word,microsoft excel,public speaking,customer service,microsoft office,business development,microsoft powerpoint]"
abhilash-vk-20632426,"[area sales manager,area manager,sales manager,area sales manager,territory sales manager,territory head,assistant manager]","[sap,mis,budgets,employee engagement,negotiation,vendor management,team management]"
abhilash-y-290a3a101,"[lead-talent acquisition,manager - hr,hr specialist ,deputy manager,it (operations),lead hrbp]","[talent acquisition ,hr operations,hrmis,human resources,recruiting,vendor management,performance management,manpower planning,talent management,employee engagement,stakeholder management,niche talent acquisition,hr policy formulation,manpower budgeting ,hr strategy,leadership,management,microsoft excel,team leadership,team management,microsoft office]"
abhilasha-anshu-tiwary-547768167,"[recruitment consultant,human resources executive,hrd trainer,talent acquisition executive]","[salary negotiations,convincing people,sourcing,screening resumes,lateral hiring,full-life cycle recruiting,teamwork,strategic sourcing,internet recruiting]"
abhilasha-jha-993b68137,"[quality assurance analyst,qa engineer]","[manual testing,test automation,selenium webdriver,c,c++,sql,javascript,leadership,management,microsoft word,microsoft excel,public speaking,team management,microsoft office,microsoft powerpoint]"
abhilasha-khandelwal-263979127,"[design associate,design intern,graphic designer,design intern,interior designer,senior interior designer,design intern,design intern]","[photography,adobe photoshop,autocad,sketchup,adobe illustrator,coreldraw,microsoft office]"
abhilasha-sen-66b001119,"[departmet manager trainee,recruiter]","[social media,leadership,microsoft word,microsoft excel,microsoft office,microsoft powerpoint]"
abhilasha-singh-16814779,"[technical lead,software development engineer,software engineer,senior software engineer,senior software engineer,intern,summer intern]","[programming,c  ,css,php,software development,web development,linux,eclipse,algorithms,c,c++,sql,html,java,mysql,javascript,data structures,microsoft office]"
abhilasha-singh-30426978,"[senior human resources generalist,hr business partner,regional employee engagement specialist,employee experience spoc]","[c,microsoft office,microsoft excel,microsoft word,management,powerpoint,leadership,organizational development,research,teamwork,c  ,english,sql,microsoft powerpoint,hr business partnering,human resources (hr),employee relations,employee engagement,wellness,conflict management,strategic human resource planning,strategy,business]"
abhilasha-vyas-548806b8,"[corporate legal counsel,legal intern,legal intern,legal intern,legal intern,legal intern,associate,associate,legal intern,legal intern]","[legal research,corporate law,legal writing,blogging,due diligence,teamwork,microsoft word,microsoft excel,microsoft powerpoint]"
abhilashawasthi,"[lead data scientist,senior data scientist,data scientist,researcher in nlp,data science manager]","[machine learning,deep learning,programming,statistics,data modeling,big data,algorithms,data mining,matlab,linux,powerpoint,r,hadoop,pandas,tensorflow,pytorch,english,scikit-learn,predictive analytics,apache spark,c (programming language),c,c++,sql,java,mysql,python,research,data analysis,microsoft word,microsoft excel,customer service,microsoft office]"
abhilashchiganmi,"[associate director of engineering,senior engineering manager,director of engineering,technical lead - server side team,back end developer,software developer ii,student assistant,graduate technical intern,graduate teaching assistant,engineering manager,director of engineering - platforms,senior software engineer,web backend programmer]","[subversion,agile methodologies,oop,e-commerce,systems design,requirements analysis,software development,service-oriented architecture (soa),amazon web services (aws),apache,git,spring framework,django,jenkins,rest,jquery,ajax,databases,perl,lamp,pl/sql,elasticsearch,unix,node.js,prometheus.io,xml,hibernate,spring boot,mongodb,grafana,nginx,people management,redis,kubernetes,apache kafka,go (programming language),solr,rabbitmq,apache zookeeper,unix shell scripting,memcached,microservices,c,c++,sql,java,mysql,python,javascript]"
abhilashdas,"[android developer,senior android developer,android developer,android developer,application developer (mobile)]","[android development,algorithms,programming,product development,object-oriented programming (oop),software development,computer science,mobile applications,pl/sql,matlab,powerpoint,c#,asp.net,c# .net,kotlin,android sdk,rxjava,git,sqlite,firebase,dagger (software),xml,rxandroid,android,json,technical leadership,english,android studio,mobile application development,responsiveness,model-view-controller (mvc),retrofit,model-view-viewmodel (mvvm),c,c++,sql,html,java,teamwork,leadership,microsoft word,data structures,microsoft excel,microsoft office]"
abhilashgp,"[associate vice president - moonshot projects,assistant under training - trade marketing and distribution,placement coordinator,summer trainee, trade marketing and distribution,senior software developer,director of product - supply chain,senior product manager -  promotions & merchandising platform,problem solver,product manager,explorer]","[product management,user experience,analytics,product marketing,product development,competitive analysis,retail,e-commerce,marketing,leadership,business strategy]"
abhilashjajoo,"[convener administration,manager finance,program manager,education mentor,civil services aspirant,executive member,business analyst]","[ms project,r,project planning,autocad,staad-pro,c++,mysql,research,teamwork,management,microsoft excel,microsoft office]"
abhilashjohn,"[director of software engineering,sr manager, engineering,director, engineering,senior development manager,engineering manager,lead software engineer,senior analyst developer,project lead,analyst,senior director of software engineering]","[agile methodologies,software development,soa,java enterprise edition,oracle,software project management,requirements analysis,spring,scrum,sdlc,web services,web applications,weblogic,hibernate,team building,struts,unix,mobile applications,it strategy,jboss application server,cross-functional team leadership,servlets,soap,cross-functional problem solving,xml,jdbc,program management,agile project management,business intelligence,start-ups,product development,product management,tomcat,jquery,enterprise architecture,solution architecture,people skills,distributed systems,junit,jsp,ooad,ant,eclipse,perl,ejb,rest,dealing with ambiguity,sql,java,management]"
abhilashparida,"[manager,graduate intern,junior research associate,program manager,consultant,summer intern,summer intern]","[program management,digital strategy,it strategy,consulting,financial analysis,business analytics,strategy consulting,strategic planning,pre-sales,management consulting,go-to-market strategy,strategy,business valuation,matlab,r,microsoft project,microsoft power bi,client relations,interpersonal communication,key client relationships,global client management,client prospecting,smartsheet,stakeholder management,data analysis,microsoft word,microsoft excel,microsoft office,business strategy,project management,business development,microsoft powerpoint]"
abhilashrao,"[vp, business,svp, head of sales,founder,director of schools,engagement manager,supply chain, network manager,assistant manager, logistics,vp, sales (south zone),building apna,consultant]","[market entry,growth strategies,fmcg,risk management,venture capital,portfolio management,infrastructure,innovation management,pharmaceutical industry,demand planning,spreadsheets,bfsi,strategy,management consulting,competitive analysis,entrepreneurship,competitive intelligence,business process re-engineering,business planning,consulting,product management,decision-making,leadership,management,team management,business analysis,business strategy,business development]"
abhilashsc,"[senior business anlayst,student internship,senior manager - hr business partner,director - hrbp and performance management,general manager - hrbp,senior manager - hr business partner,summer intern]","[performance management,mergers & acquisitions,360 feedback,talent management,management consulting,marketing,management,market research,business analysis]"
abhilashsiddegowda,"[qc specialist ,senior analyst - ii,senior analyst - i,associate]","[digital media,advertising,content management,campaign management,video post-production,entertainment,social media marketing,video production,video editing,film production,seo,video,adobe experience manager (aem),content management systems (cms),product analysis,media,content curation,content operations,vod,content programming]"
abhilekh-mohapatra-6ab9953a,"[manager - operations,associate category manager,summer intern,assistant manager]","[operations management,supply chain management,strategic planning]"
abhilekh-vijaivergiyia-a6261a6b,"[application developer,software development engineer,student intern,senior software engineer]","[android development,linux,database management,operating systems,unix,android,core java,c,c++,html,java,data structures]"
abhimaan-c-aa8a061b,"[digital marketing manager,assistant manager - sem,search analyst,digital marketing lead,sem executive,sem executive,manager - online marketing]","[sem,google adwords,google analytics,online advertising,ppc,digital marketing,affiliate marketing,msn adcenter,web analytics,online marketing,online campaign management,search engine marketing,social media marketing,keyword research,search advertising,digital strategy,google adwords professional,account management,campaign management,paid search campaigns,mobile marketing,display advertising,mobile app marketing,data analysis]"
abhimaggo12345,"[senior customer service executive,field executive,senior analyst]","[handled bad hotel feedback escalations,handled normal queries as in date change, cancellation, and process related concern.,have also handled shuffling in itineraries and final vouchers handover. ,have worked upon rail europe ( reservation and open tickets ),have worked upon quality check ( qc ) in offline, online and call centre bookings,have handled amendment & cancellation in international department,have worked on basic amadeus ,have handled facebook, instagram & twitter page of make my trip.,customer service management,customer service operations,service quality,escalation,customer follow-up,self-confidence,back office operations,communication,customer service]"
abhimanu-khetarpal-706aab171,"[accountant,team leader,area coordinator]","[tax,account reconciliation,journal entries,accounts receivable (ar),financial reporting,financial accounting]"
abhimanyu-33622747,"[student,graduate engineering trainee,summer intern]","[matlab,c,c++,microsoft office,chemical engineering,programming,microsoft excel,microsoft word,team management,engineering,windows,powerpoint,research]"
abhimanyu-bansal-550866192,"[national head,head of operations]","[logistics management,petrochemical,petroleum,sales,business development]"
abhimanyu-bhalla,"[senior financial analysis manager,financial analysis manager,audit analytics specialist senior assistant,associate solution advisor,advisory intern,co founder,analyst financial planning & analysis,intern,intern,intern,business analyst]","[sas programming,data analysis,visual basic for applications (vba),analytics,business analysis,research,social media,microsoft office,microsoft excel,tableau,microsoft word,powerpoint,c++,java,c,corel draw,teamwork,customer service,public speaking,english,networking,data management,data visualization,python (programming language),business analytics,business intelligence (bi),microsoft power bi,sql,big data analytics,data analytics]"
abhimanyu-chauhan-53537554,"[associate studio director ,journalist,reporter & script writer,internship,business development associate,business unit head,intern,senior manager,sr business development associate,assistant manager,business development manager]","[news writing,breaking news,headline writing,journalism,online journalism,newspaper,editorial,project planning,storytelling,marketing,microsoft office]"
abhimanyu-girotra-b6b6961,"[partnership lead, google pay,india lead, partnerships, next billion users. google,industry manager,senior engagement manager,analyst,summer intern]","[strategy,operations management,management consulting,business development,digital marketing,telecommunications,marketing,it business strategy,sales operations,analytics,business analysis,reverse logistics,financial modeling,business analytics,project management,business strategy,software project management,organisational leadership,channel partners,channel account management,management,competitive analysis,team management,requirements analysis]"
abhimanyu-kumar-4b609143,"[process engineer,graduate trainee,winter intern,summer intern]","[c++,scilab,aspen plus,mathematica,microsoft excel,powerpoint,organic chemistry,algorithms,htri software,chemical engineering,p&id,pfd,refinery]"
abhimanyu-manoj-4b099b227,"[logistics specialist,process associative]","[networking,stocks,accounting,c (programming language),financial accounting,data analysis,microsoft office]"
abhimanyu-rawal-a4511b2a,"[leadership team,senior principal consultant, product,associate director of strategy,mba summer intern,director of products,associate,product manager,co-founder]","[sybase,electronic trading,trading systems,equity derivatives,equity swaps,trading,fx options,equity trading,back office,financial markets,financial modeling,investment banking,derivatives,capital markets,valuation,equities,corporate finance,foreign exchange (fx) options,strategy,java,management,team management,business analysis,business strategy,business development]"
abhimanyu-sen-901a26183,"[consultant 2,intern,intern,intern,consultant]","[microsoft power bi,data modeling,problem solving,interpersonal skills,business insights,business documentation,data governance,dax,mysql,javascript,leadership,management,data analysis,public speaking,team leadership,business analysis,python (programming language)]"
abhimanyu-sharma-888b9142,"[compliance manager,business risk & control senior associate,senior consultant,management intern,planning engineer,consultant,business analyst]","[risk management,integration,resource management,operations management,strategic planning,requirements gathering,business requirements,interpersonal communication,cross-team collaboration,cross-cultural communication skills,project management office (pmo),tableau,machine learning,microsoft power bi,leadership,data analysis,microsoft excel,team management,customer service,microsoft office,business analysis,project management,microsoft powerpoint]"
abhimanyu-singh-40b25145,"[member of technical staff,software development engineer 2,engineering lead,software developer]","[software development,algorithms,debugging,software engineering,wireless networking,distributed systems,linux,eclipse,embedded systems,android,lte,java,c,c++,java,python]"
abhimanyu-singh-92094143,"[manager - broker relations (health vertical),manager - international practice,area manager - commercial,specialist - liability & credit insurance,business development]","[social media marketing,b2b marketing,powerpoint,marketing communications,digital marketing,strategic planning,sales & marketing functions,feasibility studies,promotions,b2c marketing,ibm spss,web design,marketing strategy,crm,customer relationship management (crm),sales,teamwork,leadership,management,market research,microsoft excel,team leadership,team management,microsoft office,business analysis,business strategy,project management,business development]"
abhimanyu-tiwari-0a8507106,"[data science intern,tron associate,software developer intern,data analyst]","[programming,github,machine learning,pivot tables,sql,python,data analysis,microsoft excel,python (programming language)]"
abhimanyu326,"[overall coordinator- avenues annual business fest,junior manager (operations),manager, supply chain design,management trainee,summer intern]","[operations management,supply chain management,analytical,inventory management,logistics management,warehouse operations,corporate finance,enterprise resource planning (erp),supply chain optimization,microsoft power bi,tableau,presentation skills,english,demand analysis,production ,forecasting,process improvement,vendor management,pivot tables,visual basic for applications (vba),teamwork,leadership,microsoft excel,public speaking,team leadership,team management,microsoft office,business strategy,project management,business development,microsoft powerpoint,python (programming language)]"
abhimanyugovind,"[business director, branded entertainment and activations,manager, branded entertainment and activations,management trainee,internship - account planning/business development,brand and content partnerships (lead) - marketing,project - social media planning/ competitive analysis,project - business landscaping and social content strategy design,project - research and data analysis,internship - client sevicing/media solutions]","[social media marketing,marketing communications,client services,account planning,online marketing,blogging,managing media relations,public relations,digital marketing,advertising,digital strategy,powerpoint,crm,marketing,market research,public speaking,business development]"
abhimanyukapil,"[associate consultant,senior software engineer,associate software programmer,software developer,senior software engineer]","[php,jpa,web development,web services,oops,jquery,ajax,xml,json,wordpress,html5,css,ubuntu,docker,git,codeigniter,spring boot,hibernate,cakephp,mvc,expressionengine,smarty,owasp,zend framework,html,java,mysql,teamwork,javascript]"
abhimanyumittal,"[project reviewer,software engineer 1,senior software engineer (machine learning),data scientist,senior data scientist,intern]","[machine learning,nlp,programming,r,linux,microsoft azure,power bi,natural language processing,deep learning,data science,data visualization,visualization,c,c++,sql,mysql,python,management,data analysis,microsoft office]"
abhimanyush11,"[exchange coordinator,core team co-ordinator dsc,member (business team) - gsc,it intern,decision scientist,trainee decision scientist]","[data analytics,machine learning,data visualization,automl,tableau,r,pyspark,rest api,hiveql,sql,leadership,management,microsoft excel,public speaking,team management,microsoft office,python (programming language)]"
abhimanyusingh1315,"[assistant manager - payment ops,senior executive - payment ops,executive - payment ops,assistant manager - payment ops]","[english,team motivation,operations management,used cars operations,payments,teamwork,microsoft word,microsoft excel,team leadership,team management,microsoft office]"
abhinab-jena-aa9a7384,"[senior bigdata engineer,data engineer,senior software engineer]","[apache spark,hive,sqoop,mapreduce,scala,functional programming,apache flume,apache kafka,amazon web services (aws),google cloud platform (gcp),microsoft azure,databricks,sql,java,data analysis]"
abhinand-j-kaimal-4a9aab1aa,"[human resources administrative assistant,junior hr]","[human resources (hr),analytical skills,business administration,cold calling,administration,tableau,problem solving,english,hindi,operations,marketing,leadership,management,communication,microsoft excel,customer service,microsoft office,business development]"
abhinand-s-75311285,"[executive | center of excellence,officer - hr & admin ,summer marketing intern,creative media associate,sales consultant]","[windows,requirements analysis,adobe premiere pro,research,leadership,microsoft excel,customer service,microsoft powerpoint]"
abhinandan-naidu-43512813a,"[project manager,sr site engineer]","[contract management,site management,site supervision,labor management,project management]"
abhinash-jha-5894451a1,"[business development executive,mechanical subject matter expert,vocational training,sunmer intern,business development trainee,programmer analyst trainee]","[six sigma,product management,java,autocad,catia,industry 4.0,hypermesh,sales operations,sales management]"
abhinav---kumar,"[software engineer ii,member of technical staff,sde 2]","[academic tutoring,matlab,teaching adults,c,microsoft office]"
abhinav-366623147,"[associate business analyst (data engineer),business intelligence intern (data engineer),data engineer]","[microsoft office,c ,c++,java,html,cascading style sheets (css),php,mysql,bootstrap,wordpress,database management system (dbms),business analysis,informatica,unix,microsoft sql server,python,object-oriented programming (oop),hadoop,spring framework,microsoft azure,bash,machine learning,git,mongodb,django,data engineering,hive,rdbms,sqoop,extract, transform, load (etl),pyspark,python (programming language),scala,tableau,data visualization,big data analytics,apache sqoop,apache flume,hbase,amazon elastic mapreduce (emr),amazon s3,amazon redshift,azure databricks]"
abhinav-a033a9138,"[chairperson,core committee member,event volunteer,software developer]","[management,leadership,marketing,event management,social media marketing,project management,social media,application development,front-end development,sql,time management,decision-making,easily adaptable,team work,communication skills,self-confidence,creativity,personal branding,affiliate marketing,javascript,full-stack development,api testing,quality assurance]"
abhinav-awasthii,"[analytics manager,senior consultant,lead data analyst,data analyst,senior manager - data science & analytics,senior manager - data science & analytics,analytics manager,senior data analyst,intern,business analyst,business analyst]","[analytics,business intelligence,data modeling,statistical modeling,segmentation,business analytics,requirements gathering,assortment,customer insight,data mining,sas programming,requirements analysis,quantitative research,big data,web analytics,sas,google analytics,unix,oracle,qlikview,qlik sense,kpi reports,insight generation,quick thinker,predictive modeling,open minded,hive,vertica,salesforce,salesforce reporting,data visualization,marketing analytics,business insights,tableau,sql,data analysis,market research,microsoft excel,team management,microsoft office,business analysis]"
abhinav-balodi-9928281aa,"[internship trainee,program analyst trainee,intern]","[c (programming language),microsoft azure machine learning,c++ programming,html,python,data analysis,data science,javascript,html5,machine learning,analytical skills,c++,sql,asp.net,c#]"
abhinav-bhardwaj,"[machine learning r&d intern,software development engineer ii,software development engineer i]","[software development,microservices,go,natural language processing (nlp),machine learning,programming,object-oriented programming (oop),algorithms,artificial intelligence,deep learning,matlab,apache maven,javafx,servlets,git,linux,windows,operating systems,ubuntu,php,cascading style sheets (css),akka,opencv,jsoup,java swing,java awt,terminal,apache kafka,apache solr,new relic,grafana,kibana,jenkins,continuous integration and continuous delivery (ci/cd),redis,amazon web services (aws),devops,terraform,c,c++,html,java,mysql,python,research,javascript,data structures,microsoft excel]"
abhinav-bhateja-0a1a5496,"[electrical supervisor,day trader,technician,apprentice]","[electronics manufacturing,hindi,smart working,english,electrical work,manufacturing,management,microsoft excel,public speaking,customer service,microsoft office]"
abhinav-bhatnagar-9255aa56,"[senior executive,store manager,ssm operations,bts engineer,assistant manager]","[operational excellence,order processing,order fulfillment,data analysis,microsoft excel,team management]"
abhinav-chaturvedi-06837618,"[category manager,sr. bussiness development associate,asst. merchandiser,category manager,category merchandising manager]","[inventory management,retail,merchandising,customer relationship management (crm),sourcing,retail category management,brand development,crm,online marketplace,cross-border transactions,sales,management,market research,team management,business development]"
abhinav-choudhary-773a0110,"[senior manager information technology infrastructure,information technology infrastructure specialist,avp it infrastructure operations,senior information technology manager,manager it and infrastructure,sr.dialer administrator,system engineer,system engineer,vice president information technology]","[manage it & infrastructure management projects,international project management,web project management,unified aspect  dialer mangement,vendor management,workforce management,crm,change management,strategy,outsourcing,bpo,information technology,service delivery,pre-sales,networking,infrastructure,it management,it service management,itil,security,leadership,management,team leadership,team management,business analysis,project management,business development]"
abhinav-chowdhary-vunnam,"[strategy business development,public relations communications specialist,design internship,technical analyst,founder,president]","[sponsorship,social entrepreneurship,public relations,event management,creo parametric,afdex,autocad,ptc creo,sports]"
abhinav-daimari-75052678,"[senior manager,manager sales,regional head,summer intern]","[marketing strategy,online marketing,corporate finance,product marketing,social media,event planning,autocad,human resources,sales management,sales strategy,customer satisfaction,written communication,negotiation,sales campaigns,c,sql,sales,teamwork,leadership,data analysis,market research,public speaking,team management,business strategy,project management,business development]"
abhinav-dhoka-756213127,[software engineer],"[angular,angular material,android development,web development,c (programming language),django,tkinter,database management system (dbms),c++,java,data structures,python (programming language)]"
abhinav-dontukurti-22370916b,"[chef de partie,culinary i-host,chef de partie]","[culinary skills,food safety,food preparation,multitasking,hosting events,bilingual communications,microsoft office]"
abhinav-dutt-4807a0145,"[associate software engineer - r & d,data science intern,machine learning engineer]","[machine learning,deep learning,data science,algorithms,software development,artificial intelligence (ai),django,c (programming language),tensorflow,c++,html,python,javascript,data structures,python (programming language)]"
abhinav-dwivedi-811a86167,"[central procurement operations ,procurement and materials ]","[ms excel,supply chain management,procurement,consumer services,inventory management,operations management,p2p,pivot tables,excel pivot,customer service,microsoft office,microsoft powerpoint]"
abhinav-goyal-0494,"[associate product manager,business development intern,operations intern,trainee,product,marketplace intern]","[engineering,algorithms,matlab,database queries,c,c++,sql,html,java,python,data analysis]"
abhinav-gupta-04739996,"[subject matter expert,associate - admission consulting,assistant professor - chemical engineering department,assistant professor - chemical engineering department ,senior curriculum architect - instructional design,creative content writer - instructional design]","[powerpoint,chemical engineering,microsoft access,instructional design,technical writing,cross-functional team leadership,teaching,content strategy,quality assurance,engineering,content development,science,mathematics,hindi,hindi content development,creative writing,writing,employee training,training,e-learning,storyboarding,creativity skills,english,problem solving,training & development,design,articulate storyline,articulate 360,canva,people management,interpersonal skills,instructional videos,organization skills,research,teamwork,leadership,communication,microsoft word,microsoft excel,public speaking,team management,microsoft office,project management]"
abhinav-gupta-4a08423,"[delivery lead  - goldman sachs,delivery lead - morgan stanley,technical architect & developer - rbs,team lead - quadriserv, ny,project engineer,vp - engineering at paytm,avp - engineering,gm - engineering]","[investment banking,databases,core java,java enterprise edition,pl/sql,agile methodologies,multithreading,spring,xml,requirements analysis,design patterns,web services,hibernate,soa,jsp,solution architecture,sdlc,oracle,jms,spring framework,sql,java,business analysis]"
abhinav-gupta01,"[anchor,bootcamp,event manager,imagineer]","[deep learning,artificial intelligence (ai),machine learning,algorithms,statistics,web development,c (programming language),microsoft power bi,tensorflow,english,hindi,natural language processing (nlp),exploratory data analysis,c++,teamwork,leadership,management,data structures,python (programming language)]"
abhinav-harsh-90b5ba118,"[data scientist,lead data scientist,lead data scientist,lead data scientist,software engineer]","[marketing strategy,strategy,apache spark,sas programming,machine learning,artificial neural networks,regression analysis,regression models,sql,python,research,marketing,leadership,management,data analysis,market research,microsoft office]"
abhinav-jain-95a956141,"[visiting student,visiting student,volunteer,maintenance engineer,internship trainee,graduate engineering trainee]","[management,microsoft excel,microsoft word,strategic planning,project management,sketching,event management,structural analysis,siemens nx,c (programming language),microsoft office,leadership,public speaking,team management,hvac engineering,chess,career management,telecommuting,virtual teams,logical reasoning,problem solving,productivity improvement,time management,emotional intelligence,personal development,planning,mechanical engineering,teamwork,communication,analytical skills,microsoft powerpoint,sap materials management (sap mm)]"
abhinav-kanoria-753202122,"[strategic leadership program intern,manager,senior software engineer]","[english,c (programming language),5g,software development,java,microsoft word]"
abhinav-kant,"[software development engineer,software development engineer ii,intern,software developer,software developer]","[blockchain,front-end development,programming,software development,web services,web design,web applications,airlines,cooking,es6,ecmascript,linux,bootstrap,angularjs,github,html5,c programming,git,css,node.js,adobe photoshop,cascading style sheets (css),c++ language,react.js,redux.js,english,pwa,mvc,dbms,express.js,cryptocurrency,dynamic programming,travel & tourism,launching start-ups,small business development,kubernetes,ethereum,solidity,c,c++,sql,html,java,mysql,javascript,leadership,microsoft word,data structures,microsoft office,business development]"
abhinav-kant-kant-b9a33647,[it engineer],"[servers,computer hardware,software installation,troubleshooting,printer support,security,management]"
abhinav-khannan-637074100,"[sales associate,lear corporation,industrial visit,internship,technician,in-plant training,industrial visit,in-plant training,in-plant training,industrial visit,senior channel sales manager]","[partner relationship management,sales management,solution selling,cold calling,people skills,customer support]"
abhinav-kumar-2608,"[associate program director,senior program manager,program manager,senior manager,senior business manager,summer intern, harvey nichols kuwait ,engineer]","[product management,collaborative problem solving,project finance,digital marketing,commercialization,agile methodologies,requirements analysis,r,people management,team building,critical thinking,technology commercialization,linear regression,data science,predictive analytics,spreadsheets,relational databases,sqlite,database queries,web analytics,content marketing,email marketing,mobile marketing,search engine optimization (seo),marketing strategy,c,c++,sql,data analysis,market research,microsoft excel,microsoft office,business strategy,python (programming language)]"
abhinav-kumar-27803513b,"[sde-1,software engineer - 2,software engineer]","[data structure,object-oriented programming (oop),web services,rest apis,spring boot,spring framework,javaserver pages (jsp),cascading style sheets (css),c (programming language),node.js,react.js,mongodb,javascript,android studio,j2ee web services,sql,html,java,javascript,leadership,data structures,team management,python (programming language)]"
abhinav-kumar-4a7a16137,"[sde-1,developer,software engineer]","[object-oriented programming (oop),django rest framework,android development,algorithms,django,apache superset,c,sql,java,javascript,data structures,python (programming language)]"
abhinav-kumar-a02988222,"[software engineer,software engineer]","[php,engineering,c (programming language),laravel,codeigniter,node.js,mysql,javascript]"
abhinav-kumar-b3349044,"[assistant manager legal,legal counsel,assurance associate,legal counsel,lawyer]","[powerpoint,legal writing,legal research,english,civil litigation,consumer law,corporate law,criminal law,research,teamwork,microsoft word,microsoft excel,public speaking,microsoft office]"
abhinav-kushwaha-05844b91,"[area sales manager,senior business development associate,assistant manager,business development manager,graduate apprentice trainee]","[powerpoint,engineering,manufacturing,autocad,cnc programming,c,c++,research,leadership,management,microsoft word,microsoft excel,microsoft office]"
abhinav-marla-560502a7,"[associate product manager,associate product manager,product analyst,associate product manager,product manager]","[user experience,product management,product marketing,competitive analysis,wireframing,product lifecycle management,data analysis,market research,microsoft office,business analysis]"
